"method1" "method2"
938.2984 1639.86823333333
2353.699 4227.8163
1282.877 4387.08926666667
1166.341 1302.87443333333
2495.871 3692.11833333333
1380.832 1207.5479
1071.465 2629.12166666667
2201.966 2181.99133333333
2255.879 1302.86866666667
1960.185 2024.13716666667
1013.532 2962.10956666667
1886.908 942.941
7127.859 4048.3374
5390.726 7928.03066666667
1176.471 3329.06923333333
1261.397 1878.217
1868.964 3639.11816666667
4520.651 3733.7137
5266.256 5708.09393333333
3804.892 4207.34083333333
1163.623 4333.46326666667
2435.154 951.6088
477.8114 1658.06403333333
239.9746 829.701766666667
2384.442 1976.53056666667
1794.335 4825.0689
2646.495 3878.79
1778.294 495.673533333333
1425.624 2835.16953333333
1175.456 2265.74986666667
1689.925 1305.99426666667
838.4394 1560.18586666667
1372.712 2306.85243333333
666.8726 516.966566666666
1850.572 2060.75633333333
2518.543 2682.10363333333
5215.28 6177.5974
898.5914 461.147966666667
10576.7 6381.28976666667
10546.03 11947.2134
4004.078 7527.96136666667
25158.59 24999.7193666667
6843.208 4934.7
39645.74 46431.7702333333
4132.375 4951.68466666667
25996.86 27497.2839666667
2161.077 4400.97453333333
2093.646 3509.1292
3259.281 4405.9852
876.3759 933.8847
3094.853 1354.13066666667
5666.654 8206.3721
16110.71 20651.8668333333
2662.453 1781.18916666667
1359.427 2857.56576666667
1457.12 3180.859
2584.251 3868.72983333333
2512.342 4546.21733333333
1453.624 1655.24666666667
1875.452 3911.53063333333
2005.759 2402.97423333333
1405.596 1355.54973333333
1116.916 285.154533333333
13877.06 9702.966
12022.74 8460.19173333333
3693.246 4415.97883333333
3681.103 2828.1157
3334.451 2724.1818
2224.89 3501.70266666667
2000.244 3650.39756666667
1530.237 2516.38876666667
3769.265 1740.45983333333
1912.685 3568.14246666667
1762.152 3197.94016666667
915.87 1644.9779
2043.534 1857.77773333333
2405.657 1676.24766666667
1417.802 2171.03793333333
1073.879 2034.31743333333
727.1761 972.2816
1316.379 454.7457
3616.236 4652.18503333333
1025.334 1659.89206666667
3703.41 4614.77253333333
2097.193 6649.01656666666
2798.109 9140.84229999999
41186.36 32066.5212
1506.769 2852.55923333333
1037.606 3289.5712
517.8373 1564.12126666667
941.8309 905.731166666666
2506.752 2698.26323333333
7428.915 6818.81523333334
624.4959 1081.41613333333
3345.601 6061.66446666667
646.7601 1043.5884
1824.077 850.887266666667
523.4263 2130.045
2018.507 652.7105
1088.421 1397.83643333333
1658.166 867.076066666666
952.4323 2720.60103333333
1030.192 1271.69156666667
1513.937 3331.48586666667
3271.264 4649.5042
1292.879 2769.74243333333
2242.658 2027.8672
4293.315 4990.0728
1026.999 578.578566666667
3389.864 4487.32126666667
12485.86 27890.4009666667
841.048 592.771166666666
3048.284 2692.59356666667
987.7873 3703.8339
2268.468 4526.91396666667
1780.182 791.673733333333
2769.163 1811.41363333333
1297.787 289.762233333333
3528.744 3345.11566666667
1676.353 3652.26836666667
3203.866 2992.77496666667
1225.745 1082.59383333333
3436.731 4475.9084
2413.934 2117.22186666667
687.5737 2033.88763333333
752.5498 1213.39573333333
1424.733 586.323733333333
3389.621 3630.62353333333
1658.772 1800.94746666667
7763.943 7834.71306666667
2329.496 2560.9403
1945.195 3354.36673333333
2754.068 2424.69906666667
2708.51 3086.16416666667
1067.428 2432.71773333333
2561.473 2663.08803333333
13243.84 21498.0128333333
3036.257 4321.4395
650.439 1691.32446666667
3328.218 3400.3336
767.5353 3701.39256666667
33315.37 41635.9338666667
1725.294 1127.1598
3256.416 4182.26853333333
696.7959 498.903533333333
6097.56 3994.17433333333
1668.861 2171.89873333333
5547.974 4622.10786666667
11542.09 6881.9542
1228.974 4644.43156666667
1438.43 5209.7634
2165.548 2744.11263333333
1799.557 3262.82016666667
3589.156 5847.0161
2181.223 2199.69866666667
9354.865 4784.74303333333
1139.96 509.101733333334
2557.576 3683.65673333333
551.5856 2417.87913333333
5368.515 7599.95726666667
5951.066 6140.8905
3073.211 1708.006
660.9931 3208.52426666667
1764.093 856.776033333334
2241.476 1117.1409
1693.076 1855.48366666667
8310.055 8291.64366666667
744.5515 366.311833333333
2772.038 3533.59923333333
2132.874 2400.28363333333
2336.3 3444.32226666667
1849.175 776.196033333333
1149.811 4065.02013333333
2014.327 5941.51746666667
1285.733 820.1999
2135.625 3617.77016666667
9681.106 11340.0722666667
8460.553 11021.9520666667
2063.466 3511.44423333333
1459.342 690.1678
1131.899 1976.83906666667
2129.696 2080.61866666667
2215.497 2023.68063333333
1494.017 2614.39076666667
3667.453 2968.9789
4288.404 4992.41726666667
3760.171 6205.8774
14568.82 22638.2910666667
767.5353 3701.39256666667
3531.001 3500.01943333333
2714.945 3894.05476666667
601.3583 147.456633333333
3192.876 6180.54856666667
651.6712 963.879833333333
1842.571 4900.6711
2266.076 4812.46966666667
1523.581 631.166866666666
4301.112 3946.26646666667
3393.65 6830.2532
3308.046 3417.10523333333
3342.301 8144.1561
3028.648 1461.63903333333
6556.197 49445.7903
1114.804 1249.4772
452.3528 1035.75023333333
2217.289 3750.27246666667
33232.33 31667.8247
469.8158 385.8526
1103.258 2853.10646666667
953.8203 5352.37073333333
1117.756 1483.27746666667
2021.697 6029.73406666667
1418.381 1778.96536666667
1829.573 2937.69013333333
1084.672 1884.37816666667
48889.11 70696.1581333333
2631.74 6184.1532
2621.578 6494.6413
3487.373 7956.69996666667
2560.944 1887.73096666667
1504.078 626.036733333333
2998.175 2317.0286
3039.804 5040.1752
6974.558 2768.1555
1307.165 1751.52803333333
525.0683 557.871033333333
1710.156 2051.1445
1504.16 2471.09353333333
557.4136 1604.1882
1855.367 1173.88473333333
1271.958 2182.80393333333
1438.979 1213.07586666667
565.2528 1564.11796666667
3646.681 3322.80303333333
1428.056 3016.46
3980.978 4135.85743333334
3872.224 3168.60016666667
4504.881 8874.8046
1547.277 1702.22146666667
3243.57 1327.0964
5930.58 6243.34016666666
1518.087 2638.68643333333
3707.302 1934.9738
1780.182 2411.02503333333
1479.463 2655.90343333333
35449.04 29748.7645
2583.977 1567.3738
3915.698 3493.77166666667
3103.727 2725.7238
1044.076 870.429733333334
1198.653 3781.20303333333
874.9955 1798.6485
1123.247 5147.05533333333
820.9366 1457.3133
997.5879 2429.11146666667
3446.804 7899.844
2974.801 3576.24383333334
756.0624 518.333166666667
4491.141 1819.05603333333
44511.77 56946.9914
2648.433 9799.80813333333
1465.468 211.6251
1393.664 3320.85886666667
992.0309 4237.65263333333
1224.942 851.096633333333
4887.28 3960.85813333333
2155.777 3728.36716666667
1069.445 2899.27783333333
783.5889 863.805833333333
604.013 957.4342
1867.472 975.8808
8866.798 14996.7536333333
1431.148 379.779266666667
3367.058 2884.41673333333
1979.714 3101.96033333333
1029.51 865.163766666667
612.3146 2161.57323333333
4500.359 4247.89273333333
15824.18 15618.5963
835.6519 1131.9888
1338.245 3817.03223333333
1575.676 3807.24033333333
614.704 1041.7485
3218.366 4942.17153333334
1938.684 2093.2705
2732.954 3099.34216666667
3202.215 3665.66946666667
526.6992 371.153133333333
2007.758 4426.05323333333
511.1737 1257.2993
1635.642 5234.50736666666
3915.698 3493.77166666667
3821.242 8426.6802
1431.513 2669.97893333333
1647.699 3285.54113333333
4587.786 7929.8554
3842.147 1080.0791
1163.409 871.393566666667
1712.997 2877.69203333333
46378.83 64706.1581666667
787.3723 2347.7387
647.0115 367.7325
782.9397 680.902633333333
2617.267 1794.98466666667
19601.19 23343.7843666667
2983.204 4977.15333333333
1289.58 1926.7301
3370.206 3015.93706666667
825.1609 1770.2119
4005.601 2373.6179
44358.92 45236.4732333334
1444.851 2596.43706666667
1376.461 1790.46846666667
785.0382 772.947233333334
2665.03 4654.89763333333
1887.714 2501.84416666667
1812.32 699.552466666667
1735.842 1841.35083333333
5628.271 5377.2913
3417.213 2808.77713333333
620.5541 1622.6205
3710.184 7117.61076666667
3400.708 2241.53456666667
43879.26 54001.4842666667
1177.293 897.002133333334
6326.01 7417.31793333333
1311.752 2705.61713333333
5100.865 7252.0953
461.5225 1762.3257
8089.037 3215.75803333333
3721.072 7292.4424
5481.217 9357.12496666667
900.9856 358.763833333333
947.6947 1499.67743333333
20188.76 19306.1345
1330.167 1451.5811
1857.776 1842.1717
2252.792 4037.0496
4704.169 4984.69346666666
1338.209 4140.2059
40177.55 55094.9077333333
3016.491 4716.84076666667
961.0273 1845.78356666667
1676.697 2903.39203333333
1245.271 2630.70083333333
5352.431 6085.77666666667
1114.399 494.265
3885.382 3702.8097
10635.93 11887.1079333333
1376.19 2073.82993333333
973.2169 3813.1653
25615.45 25656.5459333333
532.6816 1354.08466666667
2447.077 1289.0864
1494.037 2531.8759
2387.81 5054.92493333333
3805.18 2896.35343333333
1345.334 5290.67006666667
871.7735 2415.02786666667
2268.787 10273.6447666667
2644.512 4789.63396666667
3900.546 2856.8247
2182.951 3530.119
3128.827 3127.13716666667
32105.93 23348.6563333333
1463.215 1882.6959
16170.44 7629.866
3944.287 3681.40263333333
862.7961 1140.69376666667
4684.12 3435.8025
1203.413 1829.8123
3068.963 4170.51293333333
1392.153 1309.96493333333
3760.777 14930.1934
2190.21 4840.69803333333
1031.224 410.633166666667
5324.579 31091.4453666667
2299.819 781.3836
1223.393 4116.4916
1282.877 4387.08926666667
3014.189 392.197366666667
1149.12 2303.06696666667
3934.278 4769.6604
2108.527 5008.35213333333
2489.221 7412.42913333333
942.8988 291.074366666667
4816.396 4242.84186666667
2372.833 2287.73913333333
1400.11 2492.30353333333
18950.53 21004.1706
10079.49 26190.4835333333
2272.634 1853.71213333333
3789.341 5194.99556666667
614.8156 540.062933333333
1548.228 2114.63783333333
1125.333 4852.8318
3450.473 8060.18436666667
3467.095 3543.59136666667
5906.229 12332.0554
1299.277 597.425533333333
1341.209 4077.41743333333
1462.181 1280.6708
1440.929 2027.61926666667
3868.801 2953.82573333333
418.4572 879.296966666667
2878.178 2959.59853333333
7156.768 3350.4335
3896.241 2636.97203333333
3126.862 3429.44556666667
34543.78 13072.1349
3537.133 2637.53546666667
5766.372 36404.8722666667
1009.773 1904.28263333333
1659.328 4174.06853333333
1034.566 2448.10853333333
1986.747 2239.00546666667
1127.106 1053.66813333333
4657.836 3389.6091
1741.091 2777.15963333333
755.5833 1981.65676666667
3018.004 3194.61226666667
4101.325 2378.4604
3304.644 2985.61573333333
1043.554 1207.7238
1208.262 2962.0345
4804.287 5406.3706
1347.953 3352.7548
2988.377 1842.86873333333
2723.538 3350.92946666667
3303.61 4257.71623333333
1361.851 2837.57786666667
4906.724 4981.88293333333
639.4271 2106.29813333333
1430.304 766.5634
639.5402 1894.29963333333
4896.706 6371.7363
919.4603 495.752633333333
3020.67 2139.35
2114.895 2810.9389
4863.969 3736.15383333333
1613.73 3473.1101
3267.322 6187.15773333334
1027.246 403.016466666667
3322.715 7832.89086666667
536.4932 2067.3179
37584.66 26800.3267666667
1674.539 3540.66103333333
1850.132 1530.2548
2461.305 1835.97106666667
6577.284 3808.60593333333
10656.13 14956.2487333333
1653.7 281.183733333333
1513.131 2615.84533333333
1695.412 714.985233333334
1228.974 4644.43156666667
3831.781 3105.20363333333
3334.397 7456.80136666667
3423.206 3993.73633333333
3328.885 7353.89003333334
13845.26 9540.50383333333
3830.95 7722.26383333334
3474.117 5328.271
2829.619 3413.54496666667
872.7732 1652.1132
2079.656 3747.80693333333
4269.998 5481.2055
4735.168 4941.3956
691.5515 972.614166666667
1214.973 3211.60556666667
1701.862 2268.49426666667
8453.186 4792.9467
2941.687 3639.9855
1664.82 1393.43496666667
1054.281 2477.02633333333
1076.834 1371.43393333333
2901.58 3309.9061
4170.716 4744.41816666667
6894.048 10350.2600333333
1330.158 2381.4876
442.7455 263.609833333333
3165.833 3210.59143333333
1660.346 2616.2005
5313.651 5178.212
1208.221 2389.60076666667
4371.653 6610.7385
1793.665 3932.6146
3189.196 2278.22656666667
2933.117 3003.3147
1643.207 739.432833333333
1693.515 3846.69676666667
618.0593 2470.91653333333
4690.653 6847.34486666667
2102.873 3113.08646666667
1825.95 3711.64703333333
2374.77 5187.3745
1310.375 2322.247
1202.379 1549.73213333333
1584.916 2021.54583333333
11622.18 6386.86953333333
1860.16 755.248366666667
1822.752 3194.34163333333
5118.96 4698.4441
1712.516 2199.15836666667
681.4994 2238.87656666667
952.1694 4056.9347
4498.294 5869.27376666667
1263.276 653.924466666667
587.7596 890.064733333333
2481.39 2957.67763333333
1937.403 545.614066666667
6419.822 8557.13213333333
585.2156 1911.48323333333
3701.938 2845.07836666667
1846.521 2567.22676666667
3279.498 2641.8211
1197.67 692.683166666667
1444.465 4317.54433333333
2329.583 6051.61286666666
1330.242 5460.27443333333
24151.06 14062.1395666667
51177.52 73783.2928333333
3850.275 3185.49223333333
723.881 2260.04343333333
779.3776 832.530366666667
2531.092 2737.0646
5265.925 6673.38396666667
10125.93 18258.2081333333
1765.117 3169.49706666667
42579.51 62774.9703333334
1044.934 2325.7705
3428.636 6213.43923333333
4459.839 3861.98153333333
2533.192 4270.54423333333
3613.836 4781.2512
18949.14 9050.16460000001
921.8809 607.667433333333
3152.057 2700.68563333334
45813.41 54737.8167
1744.299 2408.33036666667
953.1068 1307.32723333333
935.2337 2107.63473333333
2266.31 1706.0946
5455.859 4723.3971
2094.057 4085.027
1771.495 1887.4453
2128.018 4303.01913333333
2252.792 4037.1422
1411.101 3057.40033333333
1413.356 4960.37683333333
13653.49 10422.4716
5475.814 4402.62133333333
1629.385 1538.8159
2534.638 5258.00956666667
19241.69 27711.9575666667
2192.609 3500.158
760.0574 563.3788
5128.938 8895.34773333333
5685.547 3181.20086666667
1082.838 259.151833333334
1229.654 3125.9444
2345.257 4584.99873333333
2015.879 1839.30536666667
3448.078 4581.03303333333
5361.144 10761.5861666667
1096.93 1040.58266666667
2144.821 1348.90993333333
1973.405 3490.38623333333
735.3758 1893.74026666667
2259.485 4048.08283333333
1217.221 842.075133333334
4375.237 3466.64943333333
653.9162 1055.14683333333
4700.01 6421.4393
627.949 1395.11976666667
1190.642 2333.50916666667
443.0762 985.7216
1598.691 2018.447
2956.835 4745.88493333333
1429.1 2636.75846666667
1078.247 1403.4296
1567.012 2692.3905
1592.151 3599.51096666667
3761.955 3534.83386666667
6335.771 3502.61813333333
10358.21 13535.8504666667
3628.891 2005.8711
2301.093 599.006666666667
798.1898 1645.59153333333
7736.523 2134.32733333333
772.8255 1573.3155
1875.444 3016.2165
2428.079 5261.08716666667
4741.694 4730.5797
2104.495 3107.32816666666
926.0094 812.291533333333
5895.926 9322.1506
451.9863 916.277133333333
7350.924 7225.16616666667
639.9866 1179.03106666667
674.4405 1072.86966666667
1686.365 1781.73976666667
1075.722 962.289733333334
9814.484 8019.18056666667
1477.498 3225.07916666667
969.6847 743.5029
436.545 3036.8938
2143.908 3372.85243333333
2537.684 5668.49166666667
405.9272 435.783066666666
1812.148 3754.0453
2247.522 3899.90113333333
984.5482 1273.37183333333
3107.177 3243.78156666667
1123.224 2956.08443333333
40049.56 25967.3860333333
3389.807 3251.67846666667
839.323 568.899033333333
3236.762 3479.3095
13790.95 13659.9878666667
864.2396 442.5878
477.5965 3498.9404
2515.822 4279.48443333333
810.3131 332.267733333333
1055.098 2105.55556666667
2042.486 3216.8373
280.7333 1220.76973333333
1472.517 2664.25273333333
3624.539 3168.3598
4878.758 4435.9958
591.4298 1313.8428
815.6986 1052.5872
1331.574 1604.97863333333
9170.058 12057.8217333333
1818.495 807.808233333333
4149.656 1360.1443
3360.363 3882.22653333333
1558.56 2931.21826666667
3766.325 6418.52696666667
2716.473 3055.23073333333
1071.763 1741.32553333333
1463.466 2260.34283333333
1241.642 2122.40193333333
1384.219 492.503033333333
2049.859 4396.9593
922.0862 2436.8274
885.2869 2936.3713
1208.052 596.562333333333
1996.914 3176.71743333333
921.7467 1039.74246666667
35591.72 30765.1863333333
1065.728 1384.8842
2217.327 4829.708
2708.634 1905.4121
3595.954 22320.9689666667
3837.297 3841.65186666667
1290.144 4939.03526666667
6757.687 3321.02876666667
1419.391 3147.6431
2869.853 1761.04
2412.105 2383.7123
1951.167 1444.46546666667
1420.288 1704.8197
1512.18 2895.01123333333
714.945 956.305733333334
1093.615 2677.0877
1564.85 2084.525
3368.682 3284.75376666667
1778.576 3605.7679
1414.221 468.152766666667
2353.074 2390.92236666666
823.8649 3506.56043333333
1360.128 1073.01456666667
1106.516 7361.28243333334
666.719 1949.39266666667
663.6783 3486.0567
1140.86 3677.88723333333
793.0128 587.022
1184.059 2693.75033333333
2326.44 3373.07003333333
2324.633 5755.48963333333
1000.69 2086.15296666667
4620.608 1344.46003333333
10691.58 16192.4312666667
4367.005 5271.88626666667
613.3987 842.4628
2790.477 1567.2935
724.513 1299.4592
1054.714 2727.78963333333
2864.355 2023.87923333333
3039.939 3668.65183333334
1144.569 2692.6629
2342.602 2239.91963333333
2522.998 2302.52343333333
18989.2 9805.61856666667
2019.643 2879.4898
1384.935 1053.40793333333
2361.002 3677.7652
8260.36 11815.4900666667
932.9163 947.746833333334
5643.885 9620.25763333333
1951.805 6439.2855
3063.492 740.466166666666
788.4324 616.388166666667
2017.516 1543.75076666667
1975.175 5620.47796666667
3101.035 3640.3378
749.8233 1021.6766
481.3846 366.196533333333
11324.81 14572.7320333333
2335.591 3891.51676666667
3691.537 3376.1465
1707.896 904.731366666666
1875.741 1545.00416666667
3922.071 3413.48376666667
3164.733 4987.27626666667
1262.434 1255.90383333333
703.8594 906.701833333334
5060.442 4151.9332
3170.534 8393.8191
542.8254 5561.88126666667
1138.134 2934.55403333333
4968.496 10266.0297666667
1077.976 1383.2708
7582.41 9150.00416666666
459.3616 337.291533333333
1777.13 695.955300000001
2720.531 4364.55826666667
2477.732 1084.6054
1383.567 1258.4477
2487.256 4937.7158
4906.473 4998.53936666667
8423.942 11520.6913333333
1127.114 2015.81396666667
4162.896 1701.83203333333
1218.351 1544.0684
39698.67 26893.3028333333
1324.286 2894.33656666667
839.6568 1566.00263333333
3484.126 2427.70503333333
2555.225 2260.6776
4802.889 7163.97223333333
3664.592 2644.03773333333
1552.844 3339.37693333333
2380.139 4474.56553333333
1726.52 4169.17143333333
4244.383 2789.83123333333
7697.54 3228.88973333333
978.6984 1813.9447
1806.355 1367.883
1498.367 2448.54096666667
2295.745 1731.358
633.3945 384.982233333333
1137.035 2963.64766666667
1302.745 2920.24543333333
18858.7 20764.1689
1190.493 1814.2514
1301.699 2204.6179
1285.473 2670.5886
1625.651 3167.25216666667
3297.502 2674.83956666667
1501.307 394.544
3137.163 3487.20233333333
2744.607 4847.39623333333
36218.52 49512.2589666667
20264.36 20411.5294
914.1137 1823.81796666667
953.6515 1326.4729
2953.047 5018.62906666667
1788.282 2033.14883333333
1019.314 1265.54173333333
709.4854 1554.99766666667
2529.531 4702.01546666667
2813.26 3019.11153333333
3097.13 6806.9044
1134.692 937.0869
2933.335 4945.90073333333
5021.084 10123.7738333333
391.0741 526.157966666667
649.1395 1380.93553333333
50967.38 66070.9063666666
2956 1262.5295
1719.139 1346.81033333333
1903.131 2278.6805
8202.55 9933.205
3357.614 3734.8807
1247.865 393.371033333333
3991.097 4208.8162
1222.279 4452.30166666667
352.0678 1182.03496666667
3054.347 11515.8755
4147.728 5455.4452
1009.679 2956.19356666667
5358.881 2745.98323333333
7758.349 10654.1719333333
1586.079 2518.90366666667
3012.061 3392.62793333333
1832.614 1274.72253333333
1604.718 2830.8371
895.3497 1642.6605
2201.888 4788.68456666667
2413.572 770.6185
368.1729 875.088800000001
1415.749 987.4465
1842.921 3365.00763333333
9292.194 18678.5933666667
5050.31 6166.44596666667
3743.75 4330.9304
1732.034 3422.93913333333
1791.054 2941.78203333334
791.8056 2169.69943333333
567.3858 627.366833333333
4793.682 8322.38843333333
667.2792 967.890166666667
1710.328 4692.95343333333
2840.296 6731.6371
1004.429 3844.39663333333
2507.938 2688.6249
398.2876 1151.65776666667
774.0111 567.992066666667
2316.82 2381.8204
2544.885 3481.8122
1198.664 3648.03886666667
10662.96 9716.0075
4170.957 7435.0485
2754.456 2985.45126666667
1618.009 2524.00906666667
3214.77 3580.4726
12865.63 3719.47703333333
5319.739 4091.6315
4628.148 6209.2071
4032.396 1140.67756666667
977.3168 577.501566666666
1970.373 1434.26946666667
1937.193 408.152366666667
2436.064 3115.54833333333
1035.407 1143.98716666667
1358.848 377.086066666667
5365.767 5089.20996666666
632.7529 2297.80123333333
938.2984 1639.86823333333
2218.229 4846.73243333333
3122.904 2730.6555
26737.97 11223.1994333333
983.8615 904.054466666667
3582.545 9323.14793333334
1261.323 2861.303
10073.32 8247.03176666667
1611.795 2604.79963333333
1324.765 1976.3691
1116.821 2523.23526666667
290.77 1278.7689
7454.318 46707.2878666667
1422.88 3027.2437
1090.838 436.0119
687.756 688.036133333333
1882.114 3115.74576666667
3949.631 3429.22076666667
692.268 1029.3458
6165.502 8839.1278
53790.52 71211.4171
2089.552 4216.8391
1858.368 2732.20216666667
13910.62 10874.5918666667
634.2997 1266.02443333333
2292.748 1378.7003
22832.82 22523.2324333333
993.9241 1645.00126666667
24307.44 20890.2397666667
4285.486 8077.09246666666
999.3133 567.635366666667
377.041 3591.96076666666
1275.28 1615.45686666667
5990.525 2338.3094
4802.586 9236.13556666667
1115.575 2262.48873333333
3384.94 4499.69763333333
1434.935 5287.05296666667
2573.908 3318.83193333333
779.1964 294.4467
1020.099 6627.24323333334
935.5325 2070.0475
5129.606 6112.34183333333
8260.372 11358.3624666667
1274.02 3727.9429
3095.533 4250.51256666667
711.2981 748.374633333334
1523.961 2237.72636666667
1659.328 4174.06853333333
1567.565 5357.64306666666
1110.768 3527.04843333333
1669.863 3511.4097
2826.286 1944.95316666667
2760.641 4844.66533333334
1389.398 5150.7537
1133.824 4495.07126666667
828.5225 1782.23096666667
1078.94 1648.50516666667
3541.59 12537.8351
4073.936 3273.76943333333
2201.54 1583.42283333333
999.6909 744.334633333333
1481.713 1284.42276666667
1322.626 778.773466666667
3256.748 4340.0128
482.0022 509.54
2518.54 3146.50756666666
2011.146 1690.04073333333
733.7268 1692.564
3888.957 3926.77776666667
609.5821 4754.15546666667
1901.079 2055.2884
497.167 2102.17913333333
1000.893 391.1582
3970.326 895.957066666666
3231.18 4946.2966
1770.464 1416.0894
333.528 1398.8678
3886.401 3098.23466666667
3344.861 4697.81796666667
1915.23 1448.6834
3442.799 4801.18253333333
739.6839 3601.164
759.2397 919.980033333334
40206.05 26884.9739
3048.194 2721.71886666667
1153.049 2240.98143333333
919.099 1204.51233333333
4181.729 4494.95093333333
2002 2026.03873333333
629.4044 1314.5542
2137.61 1501.29193333333
2808.344 2509.1391
567.6641 1645.81536666667
6840.939 8081.95433333333
753.1179 1326.4765
2380.999 3806.08083333334
3515.821 5890.95226666667
1348.037 2076.98533333333
931.4414 826.107166666667
2136.453 2758.92846666667
1509.517 1252.1891
3424.532 3354.3212
695.6613 2187.84893333333
4362.445 3831.05276666667
1071.254 454.2155
2221.365 1168.83943333333
1254.865 1326.50136666667
2011.977 2673.79353333333
896.3437 4205.8932
12074.42 9967.81626666666
34054.47 71393.4167333333
1357.798 3322.341
9228.195 10740.2412666667
2724.514 5655.72403333334
1307.831 1092.30553333333
761.4126 482.520933333334
2347.613 2753.42106666667
1521.952 5715.9382
2555.575 8813.66913333334
2559.415 7136.41083333334
967.0616 1471.39023333333
12545.14 12774.3731
1144.005 1021.33873333333
19438.17 25689.5524333333
14941.61 9509.7586
1977.741 3365.594
65619.05 83309.7326666667
4197.468 5802.57216666667
2415.801 3910.8997
2610.687 8447.50223333334
1693.645 1692.9248
834.9792 947.9116
1005.144 844.054266666667
1209.005 3553.17606666667
14864.69 25162.8873666667
3248.527 4844.77833333333
31033.57 47762.3344
4640.112 4461.4334
1073.115 4002.98823333333
975.2802 5861.72293333333
5292.328 5501.41233333333
1292.196 2564.74983333333
1895.641 4042.9797
1670.588 1668.85093333333
1847.734 3864.8714
4185.671 5172.25443333333
34306.99 32858.1369
2050.992 2622.0222
4841.731 6537.56456666667
953.0411 1954.20493333333
2335.918 6031.55323333334
1400.051 3720.82843333333
2874.313 3925.61943333333
2533.481 3755.38193333333
2151.002 2883.4695
672.3104 1363.80923333333
1701.978 1967.22136666667
1352.312 1985.96766666667
787.9087 926.2605
1319.687 463.097466666667
622.3605 412.8246
1453.219 10679.7473666667
5076.469 4695.6964
464.7012 2092.57263333333
13144.88 14078.594
1853.249 1099.41796666667
3197.094 4174.27856666667
3212.924 3710.834
1045.108 976.6083
5783.746 7679.56446666667
3074.006 1911.8836
2262.401 3477.05023333333
6039.336 5747.01193333333
1156.054 801.861566666666
533.2624 418.9228
1180.171 1132.9839
5498.024 8018.6697
7703.719 14398.361
588.037 977.726866666667
2162.21 2737.4372
2039.969 3131.57613333333
2201.888 4792.58056666667
1634.079 798.422433333334
1698.317 3179.47783333333
874.3349 1288.11463333333
2220.148 2470.0899
7988.269 5477.2256
3691.85 2161.60583333333
2275.257 805.565633333333
841.52 573.495866666667
602.7368 636.703133333333
3583.376 2784.10883333333
3795.292 2223.65713333333
1700.997 2612.3143
940.4413 1592.65016666667
2085.005 1953.2522
4391.527 2592.8451
169.812 954.034733333333
1011.127 3614.27136666667
26160.01 13640.1031
47765.31 65348.6592333333
1189.526 5358.22373333333
918.0728 265.681433333333
901.182 1781.8694
1615.247 1902.37123333333
62873.69 82564.1952
2657.677 2884.41543333333
2196.138 3725.52763333333
8549.82 3384.4177
1555.968 2251.2308
3724.191 3453.501
4153.838 4738.54166666667
1450.311 2299.64896666667
1429.904 2669.50656666667
2364.513 1236.0024
2163.544 3907.17183333333
2308.406 1830.6851
2432.361 1567.57856666667
3591.875 4808.07466666667
1169.999 516.954266666667
857.4326 1382.3168
4909.364 6815.27943333333
2368.298 968.4938
806.2831 649.030766666667
1786.874 3150.59483333333
4305.734 4336.6256
2591.882 4098.19486666667
2492.04 3030.13513333333
27325.76 26188.5543666667
378.2687 981.154466666667
967.4529 2454.56693333333
3038.77 2905.0132
940.3515 1052.632
3410.043 2440.66343333333
1403.367 6091.5249
2122.985 6049.63316666666
1870.486 1408.79006666667
725.6334 1028.7371
3218.568 4234.49653333333
984.1419 783.624
1154.637 1272.31523333333
1707.384 3771.21263333333
3479.376 4334.89886666667
1067.52 996.906166666667
852.1508 788.196166666666
1160.497 5676.5528
2420.276 2701.4062
2120.454 3303.6368
1947.628 6025.72716666667
1144.087 3940.42496666667
2010.604 2578.20896666667
2471.325 2923.9516
782.2618 511.706266666667
11312.99 10125.5067666667
1726.797 2844.936
930.9406 1692.8783
961.9835 1869.7059
509.4714 427.6291
1043.821 2456.42363333333
2078.815 1595.3742
3410.334 3536.90256666667
1395.437 581.225433333333
5286.297 1441.9952
1713.186 2892.31616666667
942.5082 4102.7515
12467.87 15402.5485666667
2499.059 4261.8147
8220.477 12690.5417333333
578.7968 1040.52773333333
16099.73 10774.0202333333
6080.086 7307.17903333333
7985.963 12537.823
16872.56 28840.7640666667
921.7595 4038.0861
2807.179 2081.75163333333
2778.832 3155.86466666667
1695.63 2633.01463333333
1283.564 2312.4165
1481.308 3204.42733333333
1939.409 2994.09046666667
13195.06 16548.9672333333
4107.915 5993.31193333333
2095.084 2143.45723333333
37860.16 62477.7375666667
5399.136 31972.1006
3369.331 4145.4575
1109.151 2123.89363333333
2181.387 4702.8362
44196.52 54196.3442666667
3097.554 731.535366666666
883.3107 1083.09323333333
5395.339 9216.0817
5610.254 4460.10953333333
18381.05 8078.88133333333
5571.444 6631.52813333334
3872.571 4998.78493333333
6220.688 2863.4483
2118.394 4529.4615
5252.508 2272.91146666667
1857.489 4613.85016666667
3456.377 3010.21326666667
2998.454 6227.0498
22882.86 22354.7551
1162.356 1645.3563
1026.6 5033.4915
3137.869 3211.3168
1832.334 1284.9693
585.2877 1454.6365
11243.76 6100.17973333333
